image_name,pred_class,confidence,GradCAM_time,GradCAM_deletion_auc,GradCAM_insertion_auc,LayerCAM_time,LayerCAM_deletion_auc,LayerCAM_insertion_auc,Hybrid_time,Hybrid_deletion_auc,Hybrid_insertion_auc
real_012_dog.jpg,152,0.9421947002410889,0.0589599609375,0.047823155328660515,0.4047481722346788,0.04831099510192871,0.048272433268721215,0.33194349811163876,0.04750370979309082,0.047930381455807955,0.39564637528746976
real_002_dog.jpg,154,0.6043602228164673,0.04758191108703613,0.03176814003018081,0.12927447536785622,0.048262834548950195,0.03182120531055261,0.09724078441395251,0.04734015464782715,0.03218945817206986,0.11943364921680769
real_018_automobile.jpg,491,0.1372918337583542,0.04986977577209473,0.009888710505038036,0.06708646011175005,0.04801607131958008,0.00893102350528352,0.04004826195159694,0.04924583435058594,0.010270384048635608,0.07707545110024512
real_017_ship.jpg,540,0.15138670802116394,0.049156904220581055,0.007674295298647849,0.007247374515281991,0.046984195709228516,0.007668277206676065,0.006949002413648486,0.046736955642700195,0.007678835029400944,0.006921786675957264
real_010_horse.jpg,676,0.06928438693284988,0.04876589775085449,0.0052912054117769,0.010976551385101629,0.046732187271118164,0.00484249469882343,0.00989177899027709,0.04714202880859375,0.005609225944499485,0.012318486190633849
real_013_dog.jpg,152,0.7121344804763794,0.04626131057739258,0.03574300886015181,0.14580514641311312,0.046846866607666016,0.03572943941026097,0.1524188366252929,0.04655313491821289,0.03570835877269474,0.1590412031429878
real_011_deer.jpg,335,0.09147484600543976,0.04607510566711426,0.009462384123617084,0.018488419522327607,0.0462646484375,0.005449459214287345,0.01837939236611419,0.0458221435546875,0.006606966911385825,0.018219155855695137
real_015_automobile.jpg,675,0.32760167121887207,0.046034812927246094,0.01657906661248489,0.057674148729392985,0.048174142837524414,0.016579328630086824,0.13694971473018996,0.046166181564331055,0.017087311994237096,0.0656462337407902
real_007_automobile.jpg,675,0.8582891225814819,0.04569411277770996,0.045408671235236404,0.26172025649811986,0.046327829360961914,0.04638218393611168,0.24534968446682795,0.04636788368225098,0.04737106294269325,0.2685938019252717
real_009_automobile.jpg,926,0.1517525464296341,0.04615616798400879,0.007788774530945375,0.03747082624367977,0.046272993087768555,0.007799042710348658,0.027133275077358122,0.04642891883850098,0.007789040800105341,0.033404368933224765
